Pattern String,classification
Plus Tropicana O-ring Mesh Beach Dress,Not_Dark
Polka Dot Square Neck Skater Dress,Not_Dark
Slinky Ruched Cut Out Beach Maxi Dress,Not_Dark
Ditsy Floral Ruched Top & Skirt,Not_Dark
Frill Cut Out Swimsuit,Not_Dark
Essentials Chiffon Oversized Beach Shirt,Not_Dark
Essentials Tie Cut Out Maxi Beach Dress,Not_Dark
Linen Mix Relaxed Fit Blazer,Not_Dark
Essentials Triangle Bikini Top,Not_Dark
Tropical Tile Print Crop High Leg Bikini,Not_Dark
Essentials Scoop Swimsuit,Not_Dark
Tropical Tile Print Split Leg Maxi Beach Skirt,Not_Dark
Shirred Ruffle Crop Top,Not_Dark
Sunflower Print Rouched Bust Skater Dress,Not_Dark
Butterfly Stitch Detail Boyfriend Jeans,Not_Dark
Floral Print Ruffle Tiered Smock Dress,Not_Dark
Floral Bardot Puff Sleeve Swing Dress,Not_Dark
Cotton Batwing Skort Playsuit,Not_Dark
Puff Sleeve Floral Tie Front Top,Not_Dark
Ruched Side Swimsuit,Not_Dark
Knitted Tie Waist Beach Jumpsuit,Not_Dark
Crochet Split Leg Beach Maxi Dress,Not_Dark
Floral Puff Sleeve Plunge Playsuit,Not_Dark
Control Halterneck Swimsuit,Not_Dark
Woven Floral Shift Dress,Not_Dark
Strappy Cross Back Dobby Swing Dress,Not_Dark
Maternity Frill Shoulder Smock Dress,Not_Dark
Rib Knit Halterneck Top,Not_Dark
Floral Tie Bust Playsuit,Not_Dark
Rib Crop & Short Set,Not_Dark
Chain Waist Detail Denim Skirt,Not_Dark
Butterfly Print Denim Corset Dress,Not_Dark
Structured Cup Detail Corset Belt,Not_Dark
Crew Neck Crop Jumper,Not_Dark
Sale Clothing,Not_Dark
New In Plus Size Clothing,Not_Dark
New In Sale,Not_Dark
Cargo Joggers,Not_Dark
Faux Fur Gilets,Not_Dark
Leather + Pu Jackets,Not_Dark
Pinafore Playsuit,Not_Dark
Skirt Co-ordinates,Not_Dark
Suit Jacket,Not_Dark
Party Shirt,Not_Dark
1 of 51,Not_Dark
Lace Bustier Crop Top,Not_Dark
Satin Puff Sleeve Ruched Crop Top,Not_Dark
Ruched Lace Midi Skirt,Not_Dark
Satin Ruched Wrap Skirt,Not_Dark
Petite Sequin Cowl Front Bodycon Dress,Not_Dark
Petite Satin Wrap Mini Dress,Not_Dark
Plus Sequin Ruched Belted Midi Dress,Not_Dark
Satin Wide Leg Trouser,Not_Dark
Plus Shimmer Ruched Cup Corset Top,Not_Dark
Diamante Trim Satin Mini Dress,Not_Dark
Plus Shimmer Wide Leg Trouser,Not_Dark
Satin Asymmetric Midaxi Skirt,Not_Dark
Plus Metallic Ruched Midi Dress,Not_Dark
Glitter Plunge Puff Sleeve Mini Dress,Not_Dark
Bardot Corset Mini Dress,Not_Dark
Diamante Detail Ruched Strapless Dress,Not_Dark
Megan Fox Faux Leather Trench Coat,Not_Dark
Megan Fox Pu Cut Out Bandeau Bralet,Not_Dark
Megan Fox Double Slinky Knot Front Cowl Mini Dress,Not_Dark
Megan Fox Cut Out Plunge Mini Dress,Not_Dark
Megan Fox Wrap Tie Detail Blazer,Not_Dark
Megan Fox zebra wool look coat,Not_Dark
Megan Fox Tailored Wide Leg Trouser,Not_Dark
Megan Fox Double Slinky One Sleeve Cut Out Midi Dress,Not_Dark
Megan Fox Fitted Waist Shoulder Detail Blazer Dress,Not_Dark
Megan Fox Satin Tailored Wide Leg Trouser,Not_Dark
Megan Fox Satin Tailored Blazer,Not_Dark
Scarf Detail Long Sleeve Top,Not_Dark
Check Wool Look Midi Shacket,Not_Dark
Hooded Padded Puffer Coat,Not_Dark
Rib Long Sleeve Bodysuit,Not_Dark
Leopard Woven Drawcord Ruched Mini Skirt,Not_Dark
Slashed Knee High Rise Dad Jean,Not_Dark
Leopard Faux Fur Coat,Not_Dark
Matte Satin Revere Collar Shirt,Not_Dark
Plus Velvet Wrap Front Bodysuit,Not_Dark
Tall Oversized Plisse Shirt,Not_Dark
Soft Brushed Wool Look Coat,Not_Dark
Tall Floor Length Wide Leg Plisse Trouser,Not_Dark
Wide Sleeve Oversized Puffer Jacket,Not_Dark
Plus Oversized Check Shirt,Not_Dark
Buckle Detail Belted Faux Fur Coat,Not_Dark
Plus Rib Roll Neck Bodysuit,Not_Dark
Plus Plisse Wide Leg Trousers,Not_Dark
Croc Pu Belted Split Front Midi Skirt,Not_Dark
Leather Look Cropped Tailored Blazer,Not_Dark
Plus Plisse Oversized Shirt,Not_Dark
Leather Look Split Front Mini Skirt,Not_Dark
Plus Oversized Pu Shirt,Not_Dark
Racer Neck Bodysuit,Not_Dark
Oversized Plisse Shirt,Not_Dark
Sequin One Shoulder Bodysuit,Not_Dark
Mens Occasionwear,Not_Dark
Men's Suits,Not_Dark
Mens Blazers & Overcoats,Not_Dark
boohooMAN premium,Not_Dark
Basic T-Shirts,Not_Dark
Plain Jeans,Not_Dark
Plain Shirts,Not_Dark
Plain Trousers,Not_Dark
Smart Set,Not_Dark
Suit Trousers,Not_Dark
under € 30,Not_Dark
1 of 6,Not_Dark
321 Products,Not_Dark
Skinny Tuxedo Suit Trousers,Not_Dark
Skinny Tuxedo Single Breasted Suit Jacket,Not_Dark
Skinny Navy Suit Trouser,Not_Dark
Jersey Pinstripe Relaxed Wrap Suit Jacket,Not_Dark
Jersey Pinstripe Suit Trousers,Not_Dark
Skinny Satin Design Single Breasted Suit Jacket,Not_Dark
Skinny Satin Design Suit Trousers,Not_Dark
Skinny Velour Satin Lapel Single Breasted Blazer,Not_Dark
Velour Skinny Trousers,Not_Dark
Skinny Single Breasted Suit Jacket,Not_Dark
Skinny Check Suit Trousers,Not_Dark
Skinny Check Waistcoat,Not_Dark
Long Sleeve Regular Fit Oxford Shirt,Not_Dark
Slim Paisley Double Breasted Jacket,Not_Dark
Slim Paisley Trousers,Not_Dark
Slim Satin Design Single Breasted Suit Jacket,Not_Dark
Slim Satin Design Suit Trousers,Not_Dark
Velour Slim Trousers,Not_Dark
Slim Spliced Jacquard Single Breasted Suit Jacket,Not_Dark
Slim Spliced Jacquard Suit Trousers,Not_Dark
Skinny Single Breasted Check Suit Jacket,Not_Dark
Muscle Fit Long Sleeve Jersey Shirt,Not_Dark
Slim Double Breasted Check Suit Jacket,Not_Dark
Slim Check Suit Trousers,Not_Dark
Single Breasted Skinny Pinstripe Suit Jacket,Not_Dark
Skinny Pinstripe Suit Trousers,Not_Dark
Slim Snake Print Double Breasted Blazer,Not_Dark
Slim Satin Embroidered Double Breasted Blazer,Not_Dark
Super Skinny Satin Design Suit Trousers,Not_Dark
Skinny Velour Satin Lapel Double Breasted Blazer,Not_Dark
Single Breasted Checkboard Suit Jacket,Not_Dark
Checkboard Suit Trousers,Not_Dark
Skinny Double Breasted Chain Suit Jacket,Not_Dark
Skinny Chain Suit Trousers,Not_Dark
Skinny Ecru Waistcoat,Not_Dark
Skinny Ecru Suit Trousers,Not_Dark
Skinny Coral Suit Trousers,Not_Dark
Super Skinny Black Single Breasted Jacket,Not_Dark
Super Skinny Check Single Breasted Jacket,Not_Dark
Super Skinny Grey Check Suit Trousers,Not_Dark
Slim Fit Pleated Suit Jacket,Not_Dark
Slim Fit Pleated Trouser,Not_Dark
Skinny Skull Print Suit Trousers,Not_Dark
Super Skinny Check Breasted Suit Jacket,Not_Dark
Super Skinny Suit Trousers,Not_Dark
Oversized Double Breasted Suit Jacket,Not_Dark
Skinny Cargo Suit Trousers,Not_Dark
Skinny Dark Green Suit Trouser,Not_Dark
Slim Fit Long Sleeve Shirt,Not_Dark
Super Skinny Navy Suit Trouser,Not_Dark
Skinny Check Suit Trouser,Not_Dark
Skinny Check Double Breasted Suit Jacket,Not_Dark
Super Skinny Check Double Breasted Jacket,Not_Dark
Skinny Windowpane Check Tailored Trouser,Not_Dark
Skinny Stone Check Blazer,Not_Dark
Skinny Crop Large Check Tailored Trouser,Not_Dark
Mens Occasion Wear,Not_Dark
Mens Christmas Shop,Not_Dark
Men's Christmas Jumpers,Not_Dark
Phone Case,Not_Dark
1 of 4,Not_Dark
197 Products,Not_Dark
Key Ring Snake,Not_Dark
3 Pack Man Dash Repeat Classic Trunks,Not_Dark
5 Pack Mixed Colour MAN Trunks,Not_Dark
3 Pack MAN Dash Tonal Mixed Trunk,Not_Dark
7 Pack Man Signature Classic Trunks,Not_Dark
3 Pack Man Signature Classic Trunks,Not_Dark
5 Pack Man Signature Trunks,Not_Dark
Merry Christmas Fair Isle Jumper,Not_Dark
3 Pack MAN Script Trunk,Not_Dark
Dino Christmas Jumper,Not_Dark
7 Pack Man Signature Mixed Colour Trunks,Not_Dark
3 Pack Mixed Colour MAN Dash Trunks,Not_Dark
5 Pack Mix Colour MAN Signature Trunks,Not_Dark
Merry Christmas Ya Filthy Animal,Not_Dark
Fair Isle Knitted Christmas Jumper,Not_Dark
5 Pack Man Signature Classic Trunks,Not_Dark
Up To Snow Good Christmas Jumper,Not_Dark
Init Bruv Christmas Jumper,Not_Dark
7 Pack MAN Trunks,Not_Dark
3 Pack Man Dash Mid Length Trunks,Not_Dark
2 Pack Tie Dye Jacquard Palm Springs Socks,Not_Dark
2 Pack Barbed Wire Socks,Not_Dark
5 Pack MAN Dash Logo Plain Sport Socks,Not_Dark
3 Pack Mixed Colour MAN Trunks,Not_Dark
3 Pack MAN Trunks,Not_Dark
5 Pack MAN Dash Mixed Waistband Trunk,Not_Dark
Evil Teddy Tube Socks,Not_Dark
Jingle Bell Rock Christmas Jumper,Not_Dark
3 Pack MAN ScriptTrunk,Not_Dark
3 Pack Suit Socks,Not_Dark
3 Pack Mixed Christmas Printed Trunk Gift Set,Not_Dark
Novelty Soap,Not_Dark
Christmas Novelty Printed Trunk Giftbox,Not_Dark
MAN Dash 5 Pack Trainers Socks,Not_Dark
5 Pack Man Dash Classic Trunks,Not_Dark
5 Pack MAN Signature Trunks,Not_Dark
7 Pack MAN Signature Trunks,Not_Dark
5 Pack Man Script Multi Trunk,Not_Dark
2 Pack Jacquard Skeleton Tube Socks,Not_Dark
MAN Dash Multi Colour 3 PK Boxer,Not_Dark
5 Pack Plain Sport Socks,Not_Dark
Fly Af Christmas Jumper,Not_Dark
3 Pack Christmas Printed Mixed Trunk Giftset,Not_Dark
Skiing Fair Isle Christmas Jumper,Not_Dark
2 Pack Jacquard Drippy Face Tube Socks,Not_Dark
5 Pack MAN Trunks,Not_Dark
7 Pack Man Dash Repeat Classic Trunks,Not_Dark
Mad Ting Christmas Jumper,Not_Dark
7 Pack Man Trunks,Not_Dark
2 Pack Middle Finger Sock,Not_Dark
Man Dash Flame Placement Trunk with Gift Box,Not_Dark
Christmas Gifts & Outfits,Not_Dark
Kitchen Appliances,Not_Dark
Built-in cooking,Not_Dark
Built-in Appliances,Not_Dark
Learn More About,Not_Dark
Price Promise,Not_Dark
Small Appliances,Not_Dark
Health & wellbeing,Not_Dark
Sewing machines,Not_Dark
Small kitchen appliances,Not_Dark
Small cooking appliances,Not_Dark
"Fans, heating & air treatment",Not_Dark
Home accessories,Not_Dark
Cookware and bakeware,Not_Dark
TV & Entertainment,Not_Dark
TV accessories,Not_Dark
Digital and smart TV,Not_Dark
"DVD, Blu-ray and home cinema",Not_Dark
All audio,Not_Dark
Wireless Speakers,Not_Dark
Hi-Fi systems,Not_Dark
Audio accessories,Not_Dark
Home cinema systems,Not_Dark
"IPod, MP3 & CD players",Not_Dark
Desktop PCs,Not_Dark
"iPad, Tablets & eReaders",Not_Dark
Microsoft Surface,Not_Dark
"Printers, scanners and ink",Not_Dark
PC monitors,Not_Dark
PC Accessories,Not_Dark
Computer accessories,Not_Dark
PC gaming accessories,Not_Dark
Data storage,Not_Dark
Components & upgrades,Not_Dark
Laptop bags and cases,Not_Dark
Office Supplies,Not_Dark
Mobile phones,Not_Dark
Mobile phone accessories,Not_Dark
Home phones,Not_Dark
Sat nav,Not_Dark
Smart Tech,Not_Dark
Smart watches and fitness,Not_Dark
Smart home,Not_Dark
Smart sound,Not_Dark
Parent & Child,Not_Dark
Electric mobility,Not_Dark
Hobbies & toys,Not_Dark
All cameras,Not_Dark
Interchangeable lens cameras,Not_Dark
Digital compact cameras,Not_Dark
Photography accessories,Not_Dark
Advice/ Buying guides,Not_Dark
Console gaming,Not_Dark
Console gaming accessories,Not_Dark
Virtual reality,Not_Dark
PC gaming,Not_Dark
Deals & Offers,Not_Dark
Currys Deals and Offers,Not_Dark
Popular Brands,Not_Dark
As Advertised on TV,Not_Dark
Our Experts Love,Not_Dark
Buying Guides,Not_Dark
Washing machines,Not_Dark
Integrated washing machines,Not_Dark
Washer dryers,Not_Dark
Integrated washer dryers,Not_Dark
Tumble dryers,Not_Dark
Laundry accessories,Not_Dark
Washer dryer buying guide,Not_Dark
Washing machine buying guide,Not_Dark
Integrated dishwashers,Not_Dark
Dishwasher buying guide,Not_Dark
All cookers,Not_Dark
Gas cookers,Not_Dark
Electric cookers,Not_Dark
Dual fuel cookers,Not_Dark
Range cookers,Not_Dark
Cooking buying guide,Not_Dark
Fridge freezers,Not_Dark
American style fridge freezers,Not_Dark
Integrated fridge freezers,Not_Dark
Integrated fridges,Not_Dark
Integrated freezers,Not_Dark
Chest freezers,Not_Dark
Wine cooling and mini refrigeration,Not_Dark
Refrigeration buying guide,Not_Dark
Built-in single ovens,Not_Dark
Built-in double ovens,Not_Dark
Built-under ovens,Not_Dark
Built-in microwaves,Not_Dark
Electric hobs,Not_Dark
Gas hobs,Not_Dark
Expert installation,Not_Dark
Recycle old appliances,Not_Dark
Support and protection,Not_Dark
Find Out More,Not_Dark
All vacuum cleaners,Not_Dark
Upright vacuum cleaners,Not_Dark
Cylinder vacuum cleaners,Not_Dark
Cordless vacuum cleaners,Not_Dark
Robot vacuum cleaners,Not_Dark
Steam cleaners,Not_Dark
Carpet cleaners,Not_Dark
Surface cleaners,Not_Dark
Window vacuum cleaners,Not_Dark
Vacuum accessories,Not_Dark
Floorcare buying guide,Not_Dark
Coffee machines,Not_Dark
Coffee accessories,Not_Dark
Coffee buying guide,Not_Dark
Electric toothbrushes,Not_Dark
Beauty and skin care,Not_Dark
Mens grooming,Not_Dark
Hair dryers,Not_Dark
Hair stylers,Not_Dark
Juicers and blenders,Not_Dark
Food mixers,Not_Dark
Food processors,Not_Dark
Small kitchen appliances buying guide,Not_Dark
Slow cookers,Not_Dark
Sandwich toasters,Not_Dark
Freestanding microwaves,Not_Dark
Microwave accessories,Not_Dark
Microwave buying guide,Not_Dark
Electric Blankets,Not_Dark
Air purifiers,Not_Dark
"Fans, heating and air treatment buying guide",Not_Dark
Steam generator irons,Not_Dark
Utensils and gadgets,Not_Dark
Kitchen accessories,Not_Dark
Food and drink storage,Not_Dark
Russell Hobbs,Not_Dark
All TVs,Not_Dark
"75"" and above",Not_Dark
"65"" - 74"" TVs",Not_Dark
"55"" - 64"" TVs",Not_Dark
"46"" - 54"" TVs",Not_Dark
"39"" - 45"" TVs",Not_Dark
"32"" - 38"" TVs",Not_Dark
"Under 32""",Not_Dark
4K Ultra HD TVs,Not_Dark
8K TVs,Not_Dark
Smart TVs,Not_Dark
OLED TVs,Not_Dark
QLED TVs,Not_Dark
TV and entertainment buying guide,Not_Dark
TV wall brackets,Not_Dark
TV stands,Not_Dark
Remote controls,Not_Dark
TV aerials,Not_Dark
AV senders,Not_Dark
Cleaning products,Not_Dark
Cables and accessories,Not_Dark
Set top boxes,Not_Dark
Smart TV,Not_Dark
Projector screens and accessories,Not_Dark
Projector buying guide,Not_Dark
All soundbars,Not_Dark
All-in-one soundbars,Not_Dark
Cinematic soundbars,Not_Dark
Blu-ray and DVD players,Not_Dark
4K Ultra HD Blu-ray players,Not_Dark
Portable DVD players,Not_Dark
Audio buying guide,Not_Dark
All speakers,Not_Dark
Smart sound multi-room speakers,Not_Dark
Portable bluetooth speakers,Not_Dark
Voice controlled speakers,Not_Dark
Traditional Hi-Fi systems,Not_Dark
Party Hi-Fi systems,Not_Dark
DAB radios,Not_Dark
Internet radios,Not_Dark
Clock radios,Not_Dark
Smart sound multi-room soundbars,Not_Dark
All headphones,Not_Dark
Wireless headphones,Not_Dark
Noise cancelling headphones,Not_Dark
Apple Headphones,Not_Dark
Sports headphones,Not_Dark
In-ear headphones,Not_Dark
On-ear headphones,Not_Dark
Premium headphones,Not_Dark
iPod Touch,Not_Dark
MP3 & multimedia players,Not_Dark
Personal CD players,Not_Dark
All laptops,Not_Dark
Windows laptops,Not_Dark
2 in 1 laptops,Not_Dark
Gaming laptops,Not_Dark
Laptop buying guide,Not_Dark
MacBook Air,Not_Dark
MacBook Pro,Not_Dark
All desktops,Not_Dark
Windows 10 PCs,Not_Dark
Tower desktops,Not_Dark
All-in-one PCs,Not_Dark
Gaming PCs,Not_Dark
Desktop buying guide,Not_Dark
All tablets,Not_Dark
iPad Pro,Not_Dark
Android tablets,Not_Dark
Fire tablets,Not_Dark
Tablet buying guide,Not_Dark
All Microsoft Surface,Not_Dark
Microsoft Surface Pro,Not_Dark
All printers,Not_Dark
Inkjet printers,Not_Dark
Laser printers,Not_Dark
Printer cartridges,Not_Dark
Printer buying guide,Not_Dark
4K Monitors,Not_Dark
Gaming Monitors,Not_Dark
"32"" or more",Not_Dark
"27"" - 31""",Not_Dark
"23"" - 26""",Not_Dark
"22"" and less",Not_Dark
Set-up & In-store Tutorials,Not_Dark
Tablet accessories,Not_Dark
Mice & Keyboard Packages,Not_Dark
Headsets and microphones,Not_Dark
PC speakers,Not_Dark
Graphics tablets,Not_Dark
Power and cables,Not_Dark
Microsoft Surface accessories,Not_Dark
Gaming mice,Not_Dark
Gaming keyboards,Not_Dark
Game controllers and joysticks,Not_Dark
Gaming headsets,Not_Dark
Gaming surfaces,Not_Dark
Graphics cards,Not_Dark
Internet security and antivirus,Not_Dark
Operating systems,Not_Dark
Microsoft Office,Not_Dark
"Accounting, business and finance",Not_Dark
PC optimisation software,Not_Dark
"Education, leisure and reference",Not_Dark
Creation and editing software,Not_Dark
External hard drives,Not_Dark
Internal data storage,Not_Dark
Solid state hard drives,Not_Dark
USB flash drives,Not_Dark
Computer memory,Not_Dark
"CD, DVD and Blu-ray drives",Not_Dark
Tower cases,Not_Dark
PC fans and coolers,Not_Dark
Power supplies,Not_Dark
Hard drive enclosures,Not_Dark
Network switches,Not_Dark
Wireless adapters,Not_Dark
WiFi range extenders,Not_Dark
Whole home Wi-Fi systems,Not_Dark
Network buying guide,Not_Dark
iPad and tablet cases,Not_Dark
eReader cases,Not_Dark
Printer Paper,Not_Dark
Photo Paper,Not_Dark
Labelling Machines,Not_Dark
TP Link,Not_Dark
SIM free unlocked phones,Not_Dark
All iPhone,Not_Dark
All Android Phones,Not_Dark
Mobile phone cases,Not_Dark
Mobile phone chargers,Not_Dark
In-car accessories,Not_Dark
Portable power banks,Not_Dark
Cordless phones,Not_Dark
Corded phones,Not_Dark
Sat nav accessories,Not_Dark
Dash cams,Not_Dark
Smart watches,Not_Dark
Fitness trackers,Not_Dark
Sports watches & trackers,Not_Dark
Smart fitness accessories,Not_Dark
Smart health,Not_Dark
Apple watch,Not_Dark
Smart heating,Not_Dark
Smart lighting,Not_Dark
Smart home voice control,Not_Dark
Smart security cameras & CCTV,Not_Dark
Smart home monitoring,Not_Dark
All smart home,Not_Dark
Smart sound multi-room sound bars,Not_Dark
Smart home voice control speakers,Not_Dark
Baby monitor,Not_Dark
Baby sleep aid,Not_Dark
Baby feed bottle,Not_Dark
Bottle warmer,Not_Dark
Breast pumps,Not_Dark
Baby food blender,Not_Dark
Baby bouncer and swings,Not_Dark
Baby thermometer,Not_Dark
Adult electric scooters,Not_Dark
Kids electric scooters,Not_Dark
Smart toys & gadgets,Not_Dark
DSLR cameras,Not_Dark
Mirrorless cameras,Not_Dark
Bags and cases,Not_Dark
Memory cards,Not_Dark
Compact digital cameras,Not_Dark
Bridge cameras,Not_Dark
Tough cameras,Not_Dark
Instant cameras,Not_Dark
Superzoom cameras,Not_Dark
High performance compact cameras,Not_Dark
Traditional camcorders,Not_Dark
Action camcorders,Not_Dark
360 cams,Not_Dark
Camera Bags,Not_Dark
Flashguns and lighting,Not_Dark
Tripods and supports,Not_Dark
Batteries and chargers,Not_Dark
Camcorder accessories,Not_Dark
Selfie sticks,Not_Dark
Other accessories,Not_Dark
4K cameras and camcorders,Not_Dark
Camera buying guide,Not_Dark
All Consoles,Not_Dark
Playstation consoles,Not_Dark
Xbox consoles,Not_Dark
Nintendo consoles,Not_Dark
All Games,Not_Dark
Playstation games,Not_Dark
Xbox games,Not_Dark
Nintendo Switch Games,Not_Dark
Streaming equipment,Not_Dark
Playstation controllers,Not_Dark
Xbox controllers,Not_Dark
Nintendo controllers,Not_Dark
Gaming chairs,Not_Dark
Gaming hard drives,Not_Dark
Gaming capture cards,Not_Dark
Gaming cameras,Not_Dark
Gaming monitors,Not_Dark
PC games,Not_Dark
Controllers & joysticks,Not_Dark
All Deals and Offers,Not_Dark
Computing Deals and Offers,Not_Dark
Large Kitchen Appliance Deals and Offers,Not_Dark
Small Kitchen Appliance Deals and Offers,Not_Dark
TV & Smart Tech Deals and Offers,Not_Dark
Vacuum cleaners,Not_Dark
Henry HVR 160-11 Cylinder Vacuum Cleaner - Blue,Not_Dark
Product code: 664167,Not_Dark
Read 8 customer reviews,Not_Dark
Ask an owner,Not_Dark
8 customer reviews,Not_Dark
Product features,Not_Dark
Cord length: 10 m,Not_Dark
Weight: 7.5 kg,Not_Dark
Capacity: 6 litres,Not_Dark
"Get up to 5 months free Apple Music & Arcade on us with any purchase, new and returning customers.",Not_Dark
More info,Not_Dark
Save €50.00,Not_Dark
Was €169.99,Not_Dark
Save for later,Not_Dark
Check availability in your area,Not_Dark
Checking ......,Not_Dark
Change location,Not_Dark
Use my current location,Not_Dark
"Sorry, but right now we can only show options for",Not_Dark
when you get to checkout.,Not_Dark
Standard delivery available,Not_Dark
Order online to collect in store                                                            minutes later,Not_Dark
Sorry we couldn't find that location;,Not_Dark
are you sure you entered it correctly?,Not_Dark
Let's locate you,Not_Dark
"We can’t find that location, so please choose from these options:",Not_Dark
Check your spelling and try again. We can accept the most common abbreviations for addresses.,Not_Dark
Monday to Friday: 8am to 8pm,Not_Dark
Saturday: 9am to 6pm,Not_Dark
Sunday: 10am to 5 pm,Not_Dark
Get it delivered,Not_Dark
Collect in store,Not_Dark
"Yes, we deliver to",Not_Dark
Continue shopping,Not_Dark
Back to home,Not_Dark
"We can't split orders across different towns or eircodes, so please either:",Not_Dark
Change the location for this new selection to,Not_Dark
Standard delivery within 5-7 working days,Not_Dark
Pick a date and time that suits you,Not_Dark
Earliest delivery date available,Not_Dark
Unavailable to select,Not_Dark
Available to pick,Not_Dark
Currently selected,Not_Dark
Searching for delivery dates,Not_Dark
Show delivery dates,Not_Dark
Please add this item to your basket. We'll show you delivery options before you check out.,Not_Dark
See collect-in-store,Not_Dark
options instead,Not_Dark
Currys PC World make up our family of stores.,Not_Dark
See delivery options,Not_Dark
Product information,Not_Dark
"Perfect for everyday cleaning, the Numatic",Not_Dark
Henry HVR 160-11 Cylinder Vacuum Cleaner,Not_Dark
offers an efficient way to keep your floors spotless.,Not_Dark
The HepaFlo bag are easy to change too.,Not_Dark
Customer reviews,Not_Dark
Reviews of Currys,Not_Dark
NUMATIC Henry HVR 160-11 Cylinder Vacuum Cleaner - Blue,Not_Dark
reviews verified by,Not_Dark
8 reviews,Not_Dark
Most recent,Not_Dark
Most helpful,Not_Dark
Lowest score,Not_Dark
Highest score,Not_Dark
Value for money,Not_Dark
Overall rating,Not_Dark
out of,Not_Dark
based on,Not_Dark
Show more score details,Not_Dark
Good Points,Not_Dark
Suction is amazing,Not_Dark
Bad Points,Not_Dark
Could be lighter,Not_Dark
All scores from this user:,Not_Dark
Was this review helpful?,Not_Dark
This is helpful,Not_Dark
This is unhelpful,Not_Dark
Confirmed purchase:,Not_Dark
14 October 2021,Not_Dark
Published on:,Not_Dark
24 October 2021,Not_Dark
Young professional female,Not_Dark
Good suction and small enough that it doesn't take up too much space. :),Not_Dark
It's perfect,Not_Dark
11 October 2021,Not_Dark
21 October 2021,Not_Dark
Just brilliant all round,Not_Dark
Not a thing,Not_Dark
24 June 2021,Not_Dark
04 July 2021,Not_Dark
"Everything, great suction power, great variety of nozzles",Not_Dark
It's a bit heavy,Not_Dark
18 June 2021,Not_Dark
02 July 2021,Not_Dark
Long lead..,Not_Dark
Dont have press button to rewind,Not_Dark
25 October 2020,Not_Dark
09 November 2020,Not_Dark
Delivery & Returns,Not_Dark
Delivering your online order,Not_Dark
Please note:,Not_Dark
Get this delivered when it suits you,Not_Dark
Standard delivery,Not_Dark
within 5 - 7 working days - €6.99,Not_Dark
Availability Checker,Not_Dark
Delivery availability in your area,Not_Dark
Local stores with stock you can collect from now,Not_Dark
"To use our Availability Checker, simply:",Not_Dark
Enter a town or eircode in the box on the product page for an item you’ve selected,Not_Dark
Click on the magnifying glass,Not_Dark
Stock updates,Not_Dark
Order online and collect in store,Not_Dark
Sometimes you’ll want something,Not_Dark
even quicker,Not_Dark
than we can deliver. Or,Not_Dark
you can’t be in,Not_Dark
"Subject to what you’re ordering and where you want to collect from, you can:",Not_Dark
Reserve & Collect,Not_Dark
– reserve online,Not_Dark
for free,Not_Dark
Your fastest way,Not_Dark
to order online for collection is to use our ‘Availability Checker’ feature:,Not_Dark
Review the collection options local to you – just click on any one to add it to your basket,Not_Dark
Offers & deals,Not_Dark
Terms and Conditions,Not_Dark
Customer services,Not_Dark
Delivery & recycling,Not_Dark
Track your order,Not_Dark
Installation services,Not_Dark
Returns & cancellations,Not_Dark
Product safety notices,Not_Dark
Shopping with Currys,Not_Dark
Order online & collect in store,Not_Dark
Buying for Business?,Not_Dark
Payment options,Not_Dark
Privacy policy,Not_Dark
We're here to help,Not_Dark
Buying guides,Not_Dark
Contact us,Not_Dark
Store finder,Not_Dark
"To show you Currys stores local to you, all we need is your eircode.",Not_Dark
Find stores,Not_Dark
About Currys Ireland Limited,Not_Dark
Corporate site,Not_Dark
PR & media,Not_Dark
Your Privacy,Not_Dark
First Party Performance Cookies,Not_Dark
Third Party Performance Cookies,Not_Dark
View our Privacy & Cookies Policy,Not_Dark
Cookies Details,Not_Dark
Filter Button,Not_Dark
View Third Party Cookies,Not_Dark
cookie name,Not_Dark
View Privacy Notice,Not_Dark
View our Privacy Policy,Not_Dark
View our Cookies Policy,Not_Dark
Accept Cookies,Not_Dark
"To see your delivery and/or collection options, simply tell us where you want this item.",Not_Dark
Got it,Not_Dark
Household Appliances,Not_Dark
Small appliances,Not_Dark
Discount Codes,Not_Dark
Free delivery and recycling.,Not_Dark
on Go Greener tech!,Not_Dark
Use code GG25IE,Not_Dark
Filter by:,Not_Dark
Under €650,Not_Dark
"€650 - €1,000",Not_Dark
"€1,000 - €1,400",Not_Dark
"€1,400 - €1,700",Not_Dark
"€1,700 - €2,000",Not_Dark
"Over €2,000",Not_Dark
Customer rating,Not_Dark
or more,Not_Dark
Getting it to you,Not_Dark
To deliver,Not_Dark
To collect in minutes,Not_Dark
Electric range cookers,Not_Dark
Dual fuel range cookers,Not_Dark
Gas range cookers,Not_Dark
110 cmPrice from low to high,Not_Dark
Price (Low to High),Not_Dark
Price (High to Low),Not_Dark
Price from high to low,Not_Dark
Price High - Low,Not_Dark
Price Low - High,Not_Dark
Cart is currently empty,Not_Dark
Please enable cookies.,Not_Dark
This item will be in stock soon,Not_Dark
Will be in stock in December,Not_Dark
Will be in stock soon,Not_Dark
2021-10-19 10:32:03 UTC,Not_Dark
Access denied,Not_Dark
What happened?,Not_Dark
Limited Edition,Not_Dark
Summer limited edition,Not_Dark
UK Limited,Not_Dark
Free delivery,Not_Dark
Ireland Limited,Not_Dark
